source,figure_ref,page,caption
Climate Change 2001 Synthesis Report.pdf,Figure 28:,227,"Figure 28: The cascade of uncertainties in projections to be considered
in developing climate and related scenarios for climate change impact,
adaptation, and mitigation assessment. [Based on Figure 13.2]
"
Climate Change 2001 Synthesis Report.pdf,Figure SPM-,234,"Figure SPM-1: Locations at which systematic long-term studies meet stringent criteria documenting recent temperature-related regional
climate change impacts on physical and biological systems. Hydrology, glacial retreat, and sea-ice data represent decadal to century trends.
Terrestrial and marine ecosystem data represent trends of at least 2 decades. Remote-sensing studies cover large areas. Data are for single
or multiple impacts that are consistent with known mechanisms of physical/biological system responses to observed regional temperature-
related changes. For reported impacts spanning large areas, a representative location on the map was selected.
"
Climate Change 2001 Synthesis Report.pdf,Figure SPM-,235,"Figure SPM-2: Reasons for concern about projected climate change impacts. The risks of adverse impacts from climate change increase
with the magnitude of climate change. The left part of the figure displays the observed temperature increase relative to 1990 and the range of
projected temperature increase after 1990 as estimated by Working Group I of the IPCC for scenarios from the Special Report on Emissions
Scenarios. The right panel displays conceptualizations of five reasons for concern regarding climate change risks evolving through 2100.
White indicates neutral or small negative or positive impacts or risks, yellow indicates negative impacts for some systems or low risks, and
red means negative impacts or risks that are more widespread and/or greater in magnitude. The assessment of impacts or risks takes into
account only the magnitude of change and not the rate of change. Global mean annual temperature change is used in the figure as a proxy
for the magnitude of climate change, but projected impacts will be a function of, among other factors, the magnitude and rate of global and
regional changes in mean climate, climate variability and extreme climate phenomena, social and economic conditions, and adaptation.
"
Climate Change 2001 Synthesis Report.pdf,Figure SPM-,240,"Figure SPM-3: Projected changes in average annual water runoff by 2050, relative to average runoff for 1961-1990, largely follow projected
changes in precipitation. Changes in runoff are calculated with a hydrologic model using as inputs climate projections from two versions of
the Hadley Centre atmosphere-ocean general circulation model (AOGCM) for a scenario of 1% per annum increase in effective carbon
dioxide concentration in the atmosphere: (a) HadCM2 ensemble mean and (b) HadCM3. Projected increases in runoff in high latitudes and
southeast Asia, and decreases in central Asia, the area around the Mediterranean, southern Africa, and Australia are broadly consistent
across the Hadley Centre experiments, and with the precipitation projections of other AOGCM experiments. For other areas of the world,
changes in precipitation and runoff are scenario- and model-dependent.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,250,"Figure TS-1 illustrates the scope of the WGII assessment and
its relation to other parts of the climate change system. Human
activities that change the climate expose natural and human
systems to an altered set of stresses or stimuli. Systems that are
sensitive to these stimuli are affected or impacted by the changes,
which can trigger autonomous, or expected, adaptations. These
autonomous adaptations will reshape the residual or net
impacts of climate change. Policy responses in reaction to
impacts already perceived or in anticipation of potential future
impacts can take the form of planned adaptations to lessen
adverse effects or enhance beneficial ones. Policy responses
also can take the form of actions to mitigate climate change
through greenhouse gas (GHG) emission reductions and
enhancement of sinks. The WGII assessment focuses on the
central box of Figure TS-1—exposure, impacts, and
vulnerabilities—and the adaptation policy loop.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,250,"Figure TS-1: Scope of the Working Group II assessment.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,251,"Figure TS-2: Regions for the IPCC Working Group II Third Assessment Report. Note that regions in which small island states are located
include the Pacific, Indian, and Atlantic Oceans, and the Caribbean and Mediterranean Seas. The boundary between Europe and Asia runs
along the eastern Ural Mountains, River Ural, and Caspian Sea. For the polar regions, the Arctic consists of the area north of the Arctic
Circle, including Greenland; the Antarctic consists of the Antarctic continent, together with the Southern Ocean south of ~58°S.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,258,"Figure TS-3. Confidence in the projected direction and
magnitude of change in streamflow and groundwater recharge
is largely dependent on confidence in the projected changes
in precipitation. The mapped increase in streamflow in high
latitudes and southeast Asia and the decrease in streamflow in
central Asia, the area around the Mediterranean, and southern
Africa are broadly consistent across climate models. Changes
in other areas vary between climate models. [4.3.5, 4.3.6.2]
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,258,"Figure TS-3: The pattern of changes in runoff largely follows the pattern of simulated changes in precipitation, which varies between climate
models. The modeled increases in runoff shown in both maps [(a) HadCM2 ensemble mean and (b) HadCM3; see Section 4.3.6.2 of Chapter
4 for discussion of models and scenarios used] for high latitudes and southeast Asia, and decreases in central Asia, the area around the
Mediterranean, southern Africa, and Australia are broadly consistent—in terms of direction of change—across most climate models. In other
parts of the world, changes in precipitation and runoff vary between climate change scenarios.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,260,"Figure TS-4: Ranges of percentage changes in crop yields (expressed in vertical extent of vertical bars only) spanning selected climate
change scenarios—with and without agronomic adaptation—from paired studies listed in Table 5-4. Each pair of ranges is differentiated by
geographic location and crop. Pairs of vertical bars represent the range of percentage changes with and without adaptation. Endpoints of
each range represent collective high and low percentage change values derived from all climate scenarios used in the study. The horizontal
extent of the bars is not meaningful. On the x-axis, the last name of the lead author is listed as it appears in Table 5-4; full source information
is provided in the WGII TAR Chapter 5 reference list.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,267,"Figure TS-5: The costs of catastrophic weather events have exhibited a rapid upward trend in recent decades. Yearly economic losses from
large events increased 10.3-fold from US$4 billion yr–1 in the 1950s to US$40 billion yr–1 in the 1990s (all in 1999 US$). The insured portion
of these losses rose from a negligible level to US$9.2 billion annually during the same period, and the ratio of premiums to catastrophe
losses fell by two-thirds. Notably, costs are larger by a factor of 2 when losses from ordinary, noncatastrophic weather-related events are
included. The numbers generally include “captive” self-insurers but not the less-formal types of self-insurance.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,273,"Figure TS-6: Selected key impacts for Africa.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,280,"Figure TS-7: Percentage change in average annual total Australian
wheat yield for CO2 (levels of 700 ppm) and a range of changes in
temperature and rainfall: a) current planting dates, and b) optimal
planting dates. Yield response is shown for rainfall changes of +20%
(white), 0 (light blue), and –20% (dark blue), for warmings of 0-4°C.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,286,"Figure TS-8: Possible water resources impacts in North America.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,290,"Figure TS-9: Types of adaptation to climate change, including
examples.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,291,"Figure TS-10: Climate change, variability, extremes, and coping
range.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,296,"Figure TS-11: Locations at which systematic long-term studies meet stringent criteria documenting recent temperature-related regional
climate change impacts on physical and biological systems. Hydrology, glacial retreat, and sea-ice data represent decadal to century trends.
Terrestrial and marine ecosystem data represent trends of at least 2 decades. Remote-sensing studies cover large areas. Data are for single
or multiple impacts that are consistent with known mechanisms of physical/biological system responses to observed regional temperature-
related changes. For reported impacts spanning large areas, a representative location on the map was selected.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,296,"Figure TS-12 presents qualitative findings about climate change
impacts related to the reasons for concern. At a small increase
in global mean temperature,3 some of the reasons for concern
show the potential for negative impacts, whereas others show
little adverse impact or risk. At higher temperature increases,
all lines of evidence show a potential for adverse impacts,
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,297,"Figure TS-12: Impacts of or risks from climate change, by reason for concern. Each row corresponds to a reason for concern, and shades
correspond to severity of impact or risk. White means no or virtually neutral impact or risk, yellow means somewhat negative impacts or low
risks, and red means more negative impacts or higher risks. Global-averaged temperatures in the 20th century increased by 0.6°C and led
to some impacts. Impacts are plotted against increases in global mean temperature after 1990. This figure addresses only how impacts or
risks change as thresholds of increase in global mean temperature are crossed, not how impacts or risks change at different rates of change
in climate. These temperatures should be taken as approximate indications of impacts, not as absolute thresholds.
"
Climate Change 2001 Synthesis Report.pdf,Figure SPM-,306,"Figure SPM-1: Comparison of reference and stabilization scenarios. The figure is divided into six parts, one for each of the reference
scenario groups from the Special Report on Emissions Scenarios (SRES, see Box SPM-1). Each part of the figure shows the range of total
global CO2 emissions (gigatonnes of carbon (GtC)) from all anthropogenic sources for the SRES reference scenario group (shaded in grey)
and the ranges for the various mitigation scenarios assessed in the TAR leading to stabilization of CO2 concentrations at various levels
(shaded in colour). Scenarios are presented for the A1 family subdivided into three groups (the balanced A1B group (Figure SPM-1a), non-
fossil fuel A1T (Figure SPM-1b) and the fossil intensive A1FI (Figure SPM-1c)) with stabilization of CO2 concentrations at 450, 550, 650 and
750 ppmv; for the A2 group with stabilization at 550 and 750 ppmv in Figure SPM-1d, the B1 group with stabilization at 450 and 550 ppmv
in Figure SPM-1e, and the B2 group with stabilization at 450, 550 and 650 ppmv in Figure SPM-1f. The literature is not available to assess
1000 ppmv stabilization scenarios. The figure illustrates that the lower the stabilization level and the higher the baseline emissions, the wider
the gap. The difference between emissions in different scenario groups can be as large as the gap between reference and stabilization
scenarios within one scenario group. The dotted lines depict the boundaries of the ranges where they overlap.
"
Climate Change 2001 Synthesis Report.pdf,Figure SPM-,308,"Figure SPM-2: Carbon in oil, gas and coal reserves and resources compared with historic fossil fuel carbon emissions 1860–1998, and with
cumulative carbon emissions from a range of SRES scenarios and TAR stabilization scenarios up until 2100. Data for reserves and resources
are shown in the left hand columns (Section 3.8.2). Unconventional oil and gas includes tar sands, shale oil, other heavy oil, coal bed methane,
deep geopressured gas, gas in acquifers, etc. Gas hydrates (clathrates) that amount to an estimated 12,000GtC are not shown. The scenario
columns show both SRES reference scenarios as well as scenarios which lead to stabilization of CO2 concentrations at a range of levels.
Note that if by 2100 cumulative emissions associated with SRES scenarios are equal to or smaller than those for stabilization scenarios, this
does not imply that these scenarios equally lead to stabilization.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,322,"Figure TS-1: Qualitative directions of SRES scenarios for different indicators.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,323,"Figure TS-2: Comparison of reference and stabilization scenarios. The figure is divided into six parts, one for each of the reference scenario
groups from the Special Report on Emissions Scenarios (SRES). Each part of the figure shows the range of total global CO2 emissions
(gigatonnes of carbon (GtC)) from all anthropogenic sources for the SRES reference scenario group (shaded in grey) and the ranges for the
various mitigation scenarios assessed in the TAR leading to stabilization of CO2 concentrations at various levels (shaded in colour). Scenarios
are presented for the A1 family subdivided into three groups (the balanced A1B group (Figure TS-2a), non-fossil fuel A1T (Figure TS-2b), and
the fossil intensive A1FI (Figure TS-2c)) and stabilization of CO2 concentrations at 450, 550, 650 and 750ppmv; for the A2 group with stabilization
at 550 and 750ppmv in Figure TS-2d, the B1 group and stabilization at 450 and 550ppmv in Figure TS-2e, and the B2 group including
stabilization at 450, 550, and 650ppmv in Figure TS-2f. The literature is not available to assess 1000ppmv stabilization scenarios. The figure
illustrates that the lower the stabilization level and the higher the baseline emissions, the wider the gap. The difference between emissions
in different scenario groups can be as large as the gap between reference and stabilization scenarios within one scenario group. The dotted
lines depict the boundaries of the ranges where they overlap (see Box TS-1).
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,325,"Figure TS-3: World primary energy use by region from 1971 to 1998.
Note: Primary energy calculated using the IEA’s physical energy content method based on the primary energy sources used to produce heat
and electricity.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,326,"Figure TS-5: Carbon in oil, gas and coal reserves and resources compared with historic fossil fuel carbon emissions 1860-1998, and with
cumulative carbon emissions from a range of SRES scenarios and TAR stabilization scenarios up until 2100. Data for reserves and resources
are shown in the left hand columns. Unconventional oil and gas includes tar sands, shale oil, other heavy oil, coal bed methane, deep geopressured
gas, gas in acquifers, etc. Gas hydrates (clathrates) that amount to an estimated 12,000 GtC are not shown. The scenario columns show both
SRES reference scenarios as well as scenarios which lead to stabilization of CO2 concentrations at a range of levels. Note that if by 2100
cumulative emissions associated with SRES scenarios are equal to or smaller than those for stabilization scenarios, this does not imply that these
scenarios equally lead to stabilization.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,326,"Figure TS-4: World CO2 emissions by region, 1971-1998.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,337,"Figure TS-6: Carbon balance from a hypothetical forest management project.
Note: The figure shows cumulative carbon-stock changes for a scenario involving afforestation and harvest for a mix of traditional forest
products with some of the harvest being used as a fuel. Values are illustrative of what might be observed in the southeastern USA or Central
Europe. Regrowth restores carbon to the forest and the (hypothetical) forest stand is harvested every 40 years, with some litter left on the
ground to decay, and products accumulate or are disposed of in landfills. These are net changes in that, for example, the diagram shows
savings in fossil fuel emissions with respect to an alternative scenario that uses fossil fuels and alternative, more energy-intensive products
to provide the same services.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,340,"Figure TS-7: Penetration of environmentally sound technologies: a conceptual framework.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,354,"Figure TS-8: ”Spillovers” from domestic mitigation strategies are the effects that these strategies have on other countries. Spillover effects can
be positive or negative and include effects on trade, carbon leakage, transfer and diffusion of environmentally sound technology, and other issues.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,359,"Figure TS-9: Real oil prices and the effects of Kyoto implementation.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,361,"Figure TS-10a shows the results of a cost-effectiveness analysis
exploring the optimal hedging strategy when uncertainty with
respect to the long-term stabilization target is not resolved
until 2020, suggesting that abatement over the next few years
would be economically valuable if there is a significant
probability of having to stay below ceilings that would be
otherwise reached within the characteristic time scales of the
systems producing greenhouse gases. The degree of near-term
hedging in the above analysis is sensitive to the date of
resolution of uncertainty, the inertia in the energy system, and
the fact that the ultimate concentration target (once it has been
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,361,"Figure TS-10b: Optimal hedging strategy for low probability, high
consequence scenario using a cost-benefits optimization approach.
"
Climate Change 2001 Synthesis Report.pdf,Figure TS-,361,"Figure TS-10a: Optimal carbon dioxide emissions strategy, using
a cost-effectiveness approach.
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 1,11,"Figure 1. Uganda PCE progress to date. 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 2:,17,"Figure 2: Uganda Grant Milestone Tracking 2018-2020 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 3,18,"Figure 3. 2018-2020 Investment in HIV by module summary 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 4:,19,"Figure 4: Percentage of ART sites that reported a stock out of ARVs, 2017-2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 5,20,"Figure 5. Investment by module in the MoFPED TB grant 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 6,21,"Figure 6. Number of quarterly TB case notifications, Q3 2015–Q3 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 7,22,"Figure 7. Investment allocation by module in Year 1 (2018) of malaria grants 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 8,23,"Figure 8. Number of malaria cases tested with RDT or microscopy, number 
confirmed positive, and proportion of suspected cases tested Q3 2015–Q3 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 9,23,"Figure 9. Proportion of cases treated by testing status Q3 2015–Q3 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 10,29,"Figure 10. Root Cause Analysis of delayed implementation of activities  
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 11,31,"Figure 11. Timeline and process steps for onboarding public sectors SRs, based 
on interview data and process tracking 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 12,32,"Figure 12. Process timeline for TASO’s SR selection  
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 13:,34,"Figure 13: Global Fund Coordination Structure at Country Level 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 14,37,"Figure 14. Plot of Uganda’s 2017 Global Fund application network by funding 
request type (left) and by organizational affiliation of network members (right). 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 15,41,"Figure 15. Budget Compared to Expenditure by RSSH Module, Q1-Q2 2018. 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 16,43,"Figure 16. Total resource envelope for malaria in Uganda for 2015/16, 2016/17 
and 2017/18 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 1,56,"Figure 1. HIV Results Chain, Uganda 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 2,58,"Figure 2. Funding allocation by module, 2018 - 2020 TB/HIV grants 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 3,58,"Figure 3. Global Fund HIV budgets by type of service, Uganda, 2011 - 2018  
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 4,59,"Figure 4. Landscape of HIV/AIDS funding in Uganda, 2010 – 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 5,61,"Figure 5. HIV tests performed by quarter, Q3 2015 - Q3 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 6,63,"Figure 6. Mean weeks stocked out of HIV test kits per facility 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 7,63,"Figure 7. Positive HIV tests and people newly enrolled on ART, 2015 - 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 8,64,"Figure 8. Percentage of people who tested HIV-positive enrolled on ART, 2015 - 
2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 9,65,"Figure 9. Percentage of facilities stocked out of HIV test kits or ARVs, 2014 – 
December 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 10,66,"Figure 10. Percentage of facility-weeks stocked out of ARVs, 2017 - 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 11,67,"Figure 11. Number of facilities reporting and patients submitting samples, 2014 
– 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 12,68,"Figure 12. Number of viral load tests performed, 2016 – 2018  
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 13,69,"Figure 13. Viral suppression stratified by sex, 2018 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 14,70,"Figure 14. HIV prevalence at a 5 kilometer scale, 2000 - 2017 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 15,70,"Figure 15. HIV prevalence at a 5 kilometer scale, 2017 - 2018* 
"
Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,Figure 16,71,"Figure 16. HIV and TB/HIV mortality, 1990 - 2017 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 1:,7,"Figure 1: Gavi Full Country Evaluations theory of change 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 2,17,"Figure 2, Figure 3, Figure 4, and Figure 5 summarize the routinization of vaccines – expressed as the ratio 
of new vaccine doses delivered to existing vaccines in the system (represented by pentavalent vaccine) – 
in the four FCE countries. As covered in the 2015 report, delivery rates of PCV in Uganda (first 
introduced in April 2013) and PCV (officially launched in July 2013) and rotavirus vaccine (November 
2013) in Zambia remained lower than that of traditional vaccines. According to HMIS data, these 
problems persist to this day. In contrast to Uganda and Zambia, PCV in Mozambique was quickly scaled 
up (in approximately six months) to the level of pentavalent vaccine delivery; it remained more or less 
equivalent to pentavalent vaccine since the April 2013 launch, with the exception of the beginning of the 
second quarter of 2016. Rotavirus vaccine (introduced in September 2015) and measles second dose 
(MSD; September 2015) in Mozambique, however, have experienced suboptimal routinization to date. 
Initially, lower third-dose PCV coverage was recorded in Bangladesh (as a result of a separate visit that 
was scheduled to avoid multiple injections in the same visit). Subsequently, all doses of PCV in 
Bangladesh were well routinized in 2016. The introduction of inactivated polio vaccine (IPV) in 
Bangladesh and Mozambique has been affected by global supply issues; this is detailed further below.  
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 2:,18,"Figure 2: Bangladesh routinization of new vaccines, 2015–2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 3:,18," 
Figure 3: Mozambique routinization of new vaccines, 2015–2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 4:,19,"Figure 4: Uganda routinization of new vaccines, 2015–2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 5:,19,"Figure 5: Zambia routinization of new vaccines, 2015–2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 6:,23,"Figure 6: Reduction in vaccine-type IPD over time in Manhiça DSS 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 7:,24,"Figure 7: Reduction in X-ray-confirmed pneumonia over time in Manhiça DSS 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 8:,24,"Figure 8: Change in nonvaccine-type IPD over time in Manhiça DSS 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 9:,26,"Figure 9: Map of PCV coverage in Mozambique 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 10:,27,"Figure 10: Map of PCV coverage in Uganda 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 11:,28,"Figure 11: Map of PCV coverage in Zambia 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 12:,29,"Figure 12: Map of rotavirus vaccine coverage in Zambia 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 13:,32,"Figure 13: HPV vaccine coverage by district in Uganda, from HMIS data, November 2015–December 
2016 
Bold outlined districts are HPV vaccine demonstration districts. 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 14 ,36,"Figure 14 displays the high-level results from the constraints analysis. For three doses of pentavalent 
vaccine (Figure 14 (b) and (f)), the model estimated that the largest driver of vaccination was the 
mother’s or caretaker’s “intent to vaccinate”, (i.e., demand), which explained 36% of pentavalent 3 
coverage in Uganda and 40% in Zambia. PCV3 utilization (Figure 14 (d) and (h)) was much more strongly 
influenced by health facility readiness (25% in Uganda, 34% in Zambia). For both vaccines in both 
countries, demand was a larger factor for the third dose (Figure 14 (b), (d), (f) and (h)) than the first 
(Figure 14 (a), (c), (e) and (g)).
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 14:,37,"Figure 14: Relative constraints to individual-level vaccine utilization in Uganda and Zambia. 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 15 ,40,"Figure 15 illustrates the timing of key activities, from the application submission to eventual 
disbursement of funds (Uganda and Zambia are yet to receive funds). It is worth noting that the post-
approval process steps are different in all three countries and that they are not clearly outlined in official 
documentation (e.g., the Gavi website still refers to the FMA, rather than the PCA, as an HSS process 
step. Zambia’s HSS decision letter was issued after the PCA and referred to the FMA instead of the PCA). 
While this may represent a tailored or “differentiated” approach, without clarity on requirements and 
expectations, this can hamper rather than benefit countries. Furthermore, key informants at the Gavi 
Secretariat noted that the target time frame from final approval by the Gavi Chief Executive Officer to 
disbursement is six months. This was achieved only in Bangladesh, where funds were disbursed directly 
to WHO and UNICEF, without conducting a PCA.  
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 15:,41,"Figure 15: HSS time lines in FCE countries 
 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 16:,44,"Figure 16: Country Engagement Framework process steps. 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 17:,48,"Figure 17: Root cause analysis on leadership, management, and coordination challenges. 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 18:,51,"Figure 18: Perceived benefits of JA process in Uganda and Zambia* 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 19:,52,"Figure 19: Perceived complexity of JA process in Uganda and Zambia* 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 20:,66,"Figure 20: Main financing sources for EPI in Uganda 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 21:,67,"Figure 21: Cofinancing in FCE countries, 2009–2021 (projected) 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 22:,68,"Figure 22: Secured EPI funds versus actual expenditures, Zambia, 2012–2015 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 23:,91,"Figure 23: Impact of PCV vaccine in Mozambique, 2010–2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 24:,93,"Figure 24: Changes in vaccine coverage and geographic inequity in Bangladesh, 2012–2016* 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 25:,93,"Figure 25: Changes in vaccine coverage and geographic inequity in Mozambique, 2012–2016* 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 26:,94,"Figure 26: Changes in vaccine coverage and geographic inequity in Uganda, 2012–2016* 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 27:,94,"Figure 27: Changes in vaccine coverage and geographic inequity in Zambia, 2012–2016* 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 28:,95,"Figure 28: Gavi FCE theory of change. 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 29:,102,"Figure 29: Full vaccination coverage by upazila in Bangladesh, 2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 30:,103,"Figure 30: Full vaccination coverage by district in Mozambique, 2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 31:,104,"Figure 31: Full vaccination coverage by district in Uganda, 2016 
"
Gavi-FCE_Cross-Country-Report_2017.pdf,Figure 32:,105,"Figure 32: Full vaccination coverage by district in Zambia, 2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 1:,19,"Figure 1: Timeline of major immunization events in Mozambique 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 2:,20,"Figure 2: MSD coverage by province, 1st and 2nd semester 2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 3:,21,"Figure 3: Routinization of MSD vaccine, 2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 4:,24,"Figure 4: Routinization of rotavirus vaccine (RV), Mozambique, 2015–2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 5:,25,"Figure 5: Routinization of IPV, Mozambique, 2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 6:,27,"Figure 6: Routinization of PCV, Mozambique, 2013–2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 7:,30,"Figure 7: NUVI RCA 2: Stockouts of NUVI impede routinization of RV and IPV 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 8:,32,"Figure 8: Timeline for HSS funds from arrival in country to being accessible to MOH, July 2015–May 
2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 9:,34,"Figure 9: Differences in provincial HSS year-1 budget execution rates, May 2016–December 2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 10:,35,"Figure 10: HSS Budget execution, May 2016–December 2016 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 11:,37,"Figure 11: Mobile brigades (MB) planned with (2016) and without (2015) HSS funds 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 12:,38,"Figure 12: Small area results showing district coverage of DPT vaccine 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 13:,40,"Figure 13: JA evaluation of facilitators 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 14:,41,"Figure 14: Contribution of JA to management of vaccination processes 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 15:,46,"Figure 15: Mozambique immunization funding sources 2013, 2014, and 2015 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 16:,47,"Figure 16: Mozambique immunization funding sources, Mozambique, 2013–2015 
"
