reason_id,image_id,rating,reason,chart,caption,both
561,2293,2,"The visualization is cluttered, and overwhelming","The visualization is cluttered, overwhelming",,
562,2364,2,Caption is wordy and uses a lot os domain specific technical terms and references. Caption does not explain the abberviations used in the chart. Use of abberviations in the chart makes it difficult to understand. Caption does not contain useful message. Lack of domain knowledge makes it difficult to understand the goal of the visualization.,Use of abberviations in the chart makes it difficult to understand Lack of domain knowledge makes it difficult to understand the goal of the visualization,Caption is wordy and uses a lot os domain specific technical terms references. Caption does not explain the abberviations used in the chart Caption does not contain useful message,
563,2364,3,Caption is wordy and uses a lot os domain specific technical terms and references. Caption does not explain the abberviations used in the chart. Use of abberviations in the chart makes it difficult to understand. Caption does not contain useful message. Lack of domain knowledge makes it difficult to understand the goal of the visualization.,Use of abberviations in the chart makes it difficult to understand.,Caption is wordy and uses a lot of domain specific technical terms and references. Caption does not explain the abberviations used in the chart. Caption does not contain useful message.,Lack of domain knowledge makes it difficult to understand the goal of the visualization.
564,2364,2,"Caption does not clearly mention about the trend lines in the chart, more focused on the references",,"Caption does not clearly mention about the trend lines in the chart, more focused on the references",
565,869,3,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels. . The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels,The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message,
566,869,3,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels. . The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels.,The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,
567,869,1,The chart is too complex with many visual elements to compare between and labels are kept in between two charts making it difficult to interpret for which chart it is.,The chart is too complex with many visual elements to compare between labels are kept in between two charts making it difficult to interpret for which chart it is,,
568,1214,4,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message. the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,The graph alone is sufficient to get an overall message Use of color encoding along z-axis of the 3D chart aids in identification task Use of multiple charts in a single panel requires remembering a lot of information reading all the chart to get the over all message,the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message,
569,1214,4,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message. the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message.,the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,
570,1214,3,Inconsistent scale use (year),Inconsistent scale use (year),,
571,1225,1,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph. The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph,The caption does not provide information required to understand the visible patterns Caption provides context of the graph through data description but does not help in understanding the overall take away message,
572,1225,1,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph. The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph.,The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,
573,1225,2,Difficult to read labels,Difficult to read labels,,
574,1465,4,Simple representation of the graph makes it easy to perform low level information extraction. The graph does not label the color legend used making it difficult to get a clear takeaway message. The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,Simple representation of the graph makes it easy to perform low level information extraction The graph does not label the color legend used making it difficult to get a clear takeaway message,The caption clearly mentions the visualization task but describes the labels used in the graph. The caption does not state the takeaway message,The caption clearly mentions the visualization task
575,1465,4,Simple representation of the graph makes it easy to perform low level information extraction. The graph does not label the color legend used making it difficult to get a clear takeaway message. The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,Simple representation of the graph makes it easy to perform low level information extraction The graph does not label the color legend used making it difficult to get a clear takeaway message,The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,
576,1465,2,No trend is highlighted in chart or mentioned in the caption,No trend is highlighted in chart,No trend is mentioned in the caption,
577,1503,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion. The takeaway message is clear after looking at both the chart and the caption,The takeaway message is clear after looking at both the chart,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion the caption,
578,1503,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion. The takeaway message is clear after looking at both the chart and the caption,,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion.,The takeaway message is clear after looking at both the chart and the caption
579,1503,2,"The heatmap visualizes multiple elements using color gradients to indicate error magnitude. However, chart contains dense technical terms and abbreviations that are not fully explained in caption. The color scale is also not common practice",The heatmap visualizes multiple elements using color gradients to indicate error magnitude. The color scale is also not common practice,"However, chart contains dense technical terms and abbreviations that are not fully explained in caption",
580,1581,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message. the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,the overall takeaway message is clear from the chart the use of intuitive color scale for temperature in the chart is helpful,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message,caption contains information missing in the graph
581,1581,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message. the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message.,
582,1581,4,Easy to compare between different oceans,Easy to compare between different oceans,,
583,1917,2,Use of multiple panels in the graph is confusing. Use of shapes to encode categorical values in the graph is confusing. The chart does not containg legend for colors used. Caption explains the methodology but not bserved patterns of takeaway message. Context must be present in the cantion to understand the visualization.,Use of multiple panels in the graph is confusing Use of shapes to encode categorical values in the graph is confusing The chart does not containg legend for colors used,Caption explains the methodology but not observed patterns of takeaway message. Context must be present in the caption to understand the visualization,
584,1917,3,Use of multiple panels in the graph is confusing. Use of shapes to encode categorical values in the graph is confusing. The chart does not containg legend for colors used. Caption explains the methodology but not bserved patterns of takeaway message. Context must be present in the cantion to understand the visualization.,Use of multiple panels in the graph is confusing. Use of shapes to encode categorical values in the graph is confusing. The chart does not containg legend for colors used.,Caption explains the methodology but not bserved patterns of takeaway message. Context must be present in the cantion to understand the visualization.,
585,1917,3,"The years are not consistent across the charts, initially inferring all are in same scale","The years are not consistent across the charts, initially inferring all are in same scale",,
586,2211,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message. Chart organization is confusing.,Chart organization is confusing,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message,
587,2211,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message. Chart organization is confusing.,Chart organization is confusing.,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message.,
588,2211,3,"The caption is lengthy, and also does not mention clear takeaway message. ",,"The caption is lengthy, and also does not mention clear takeaway message",
589,2028,3,Chart doesnot contain labels for different mark types used. Chart uses dual axis making difficult to interpret the takeaway message. Caption describes the marks used in the chart. Caption explains the relationship between the two axes in the dual axis. shared axis makes it easy to compart across charts.,Chart doesnot contain labels for different mark types used Chart uses dual axis making difficult to interpret the takeaway message shared axis makes it easy to compart across charts,Caption describes the marks used in the chart Caption explains the relationship between the two axes in the dual axis,
590,2028,4,Chart doesnot contain labels for different mark types used. Chart uses dual axis making difficult to interpret the takeaway message. Caption describes the marks used in the chart. Caption explains the relationship between the two axes in the dual axis. shared axis makes it easy to compart across charts.,Chart doesnot contain labels for different mark types used. Chart uses dual axis making difficult to interpret the takeaway message. shared axis makes it easy to compare across charts.,Caption describes the marks used in the chart. Caption explains the relationship between the two axes in the dual axis.,
591,2028,4,"The inverted axis in the y-axis is not visible in the first glance, overall the visualization is clear, but does not clearly state key message directly in the caption","The inverted axis in the y-axis is not visible in the first glance, overall the visualization is clear,",does not clearly state key message directly in the caption,
592,1845,4,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message. The chart does not contain labels for marks used.,The chart does not contain labels for marks used,caption explains statistics of the data shown in the chart which helps in reading the chart the caption describes the chart and included labels required to understand the chart . The caption does not contain information that helps in understanding the takeaway message,
593,1845,4,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message. The chart does not contain labels for marks used.,The chart does not contain labels for marks used.,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message.,
594,1845,4,"The visualization is clear and good for comparison, but the key message could be stated in the caption","The visualization is clear good for comparison,",the key message could be stated in the caption,
595,1949,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.",Annotations used in the chart are not understandable Patterns visible in the chart are prominent easy to read the message shown by those patterns are unclear Multiple charts used in the visualization are easy to comprehend because they are related,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart",Caption describes the data used for creating the chart
596,1949,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.",Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. ",
597,1949,2,The lines overlap between the months in y-axis and caption does not fully summarize and address main takeaway trend.,The lines overlap between the months in y-axis,caption does not fully summarize and address main takeaway trend,
598,1749,4,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible. Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible.,Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,
599,1749,4,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible. Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible.,Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,
600,1749,2,"The axes are labeled, but interpreting the relationships and extracting the main trends is difficult, caption is lengthly and does not provide clear takeaway message ","The axes are labeled, interpreting the relationships and extracting the main trends is difficult, ",caption is lengthly and does not provide clear takeaway message,
601,112,2,trend or pattern not explained in caption,,trend or pattern not explained in caption,
602,126,2,trend can be observed in the chart. caption does not summarize a takeaway message,trend can be observed in the chart,caption does not summarize a takeaway message,
603,139,4,not all axes in the chart are labeled. wordy caption,not all axes in the chart are labeled,wordy caption,
604,148,3,"The caption helps to interpret the visualization, providing information which are helpful. But it does not mention the main takeaway.",,"The caption helps to interpret the , providing information which are helpful
But it does not mention the main takeaway",
605,149,3,The visualization seems cluttered and the caption does not provide enough information,The visualization seems cluttered,caption does not provide enough information,
606,152,3,"The visualization is cluttered, and also the caption is a bit lengthy.","The visualization is cluttered, ",the caption is a bit lengthy,
607,184,2,No separate information regarding chart no: C is provided.,,No separate information regarding chart no: C is provided,
608,188,3,"No explanation of the trend is provided, which is needed to interpret the chart.",,"No explanation of the trend is provided, which is needed to interpret the chart",
609,196,3,caption does not explain trends. caption does not include takeaway message from the observed trends,,"caption does not explain trends
caption does not include takeaway message from the observed trends",
610,203,2,"The caption is very lengthy, and the chart is confusing as well, but it is somewhat understandable.",,,
611,213,1,The chart seems very confusing. It does not have proper y-axis legend,"The chart seems very confusing
It does not have proper y-axis legend",,
612,220,3,"The caption is lengthy, and also there can be a common legend in the chart.",,"The caption is lengthy, and also there can be a common legend in the chart.",
613,236,2,"The caption is too lengthy, the charts are cluttered but still interpretable.", charts are cluttered but still interpretable,"The caption is too lengthy, ",
614,242,1,"The caption is lengthy (but I think it was needed as the charts carry a lot of information), but the visualization is very cluttered, having envelopes and bars over to each other",the visualization is very cluttered and marks overlap,The caption is lengthy but informative,
615,290,3,"The chart is precise and clear, but the caption is too large.","The chart is precise and clear,",the caption is too large,
616,292,3,The main takeaway is missing. More detailed caption would be helpful,,The main takeaway is missing. More detailed caption would be helpful,
617,297,4,caption does not explain the trend,,caption does not explain the trend,
618,304,2,"The chart is quite interpretable, but the caption is too long",The chart is quite interpretable,caption is too long,
619,317,2,caption does not state the main takeaway. Caption does not explain the observed trend,,"caption does not state the main takeaway
Caption does not explain the observed trend",
620,324,4,The chart and caption both are interpretable but could be better,,,
621,330,3,caption does not explain observed pattern.,,caption does not explain observed pattern,
622,332,4,The main takeaway is missing in the caption and the caption does not augment the visualization that much,,The main takeaway is missing in the caption and the caption does not augment the visualization that much,
623,337,2,Caption is too long and the chart looks cluttered,chart looks cluttered,Caption is too long,
624,339,3,observed pattern is not explained in the caption,,observed pattern is not explained in the caption,
625,380,3,chart does not contain legend for colors used. Caption described encoding used in the visualization. Caption fails to summarize the intent,"chart does not contain legend for colors used
","Caption described encoding used in the chart.
Caption fails to summarize the intent",
626,407,3,Long and a bit cluttered,cluttered visualization,,
627,413,2,Caption on reiterates the visualization in detail which is not helpful in getting an overall understanding.,,Caption reiterates the in detail which is not helpful in getting an overall understanding,
628,433,4,A bit long and cluttered but understandable,A bit long and cluttered but understandable,,
629,436,5,Precise and clear,,,Precise and clear
630,442,2,"The visualization indicates a lot of information, but explanation/context/legend is not given","The visualization indicates a lot of information, but legend is not given",,
631,447,1,"legend information is not given, which makes the chart hard to interpret. The caption seems fine","legend information is not given, which makes the chart hard to interpret",The caption seems fine,
632,491,4,observed trend is not explained in the caption,,observed trend is not explained in the caption,
633,492,3,The caption is a bit lengthy,,The caption is a bit lengthy,
634,494,2,Both the chart and caption look cluttered to me,chart is cluttered,caption has too much information,
635,497,3,"The caption does not augment the visualization.The main takeaway and an explanation behind it  is missing,",,"The caption does not augment the visualization.The main takeaway and an explanation behind it  is missing,",
636,502,5,It's interpretable,,,It's interpretable
637,547,3,The main takeaway is missing in the caption. It should talk about the comparison among the vehicle types.,,The main takeaway is missing in the caption,
638,572,3,caption explains the chart components well. Caption fails to summarize the observed trend,,caption explains the chart components well. Caption fails to summarize the observed trend,
639,604,3,Chart is a bit cluttered and the caption is too big,Chart is a bit cluttered ,the caption is too big,
640,610,2,chart does not include legend. Caption explains the components of the chart well.,"chart does not include legend
",Caption explains the components of the chart well,
641,614,3,"The chart is interpretable, but there are too many texts in the chart. The caption is also too large.","The chart is interpretable, but there are too many texts in the chart",The caption is also too large,
642,639,3,"The caption should talk about the trends, also should do comparison among them",,"The caption should talk about the trends, also should do comparison among them",
643,643,3,The main takeaway is missing.,The main takeaway is missing,,
644,650,5,easy to interpret,,,easy to interpret
645,658,4,Interpretable,,,Interpretable
646,660,4,Large caption.,,Large caption,
647,676,3,"chart is cluttered, caption is monotonous",chart is cluttered,caption is monotonous,
648,690,2,The caption should compare the results of the models (the major takeaway),,The caption should compare the results of the models (the major takeaway),
649,736,3,The caption talks in detailed regarding the simulation scenarios but the main takeaway is missing,,The caption talks in detailed regarding the simulation scenarios but the main takeaway is missing,
650,754,2,The caption does not complement the chart. It should mention and explain the upward trends.,,The caption does not complement the chart. It should mention and explain the upward trends.,
651,758,3,The chart seems cluttered to me and also the caption is monotonous,The chart seems cluttered ,the caption is monotonous,
652,765,4,caption is too large,,caption is too large,
653,790,2,"The caption provides information regarding the charts that helps, but it should also explain comparative patterns observed in the chart.",,"The caption provides information regarding the charts that helps, but it should also explain comparative patterns observed in the chart.",
654,828,1,The visualization seems cluttered. And the caption does not explain it as well.,The visualization seems cluttered,And the caption does not explain it as well,
655,839,3,The main takeaway is missing in the caption,,The main takeaway is missing in the caption,
656,846,2,The main takeaway and the explanation of the discrepancy are not provided,,The main takeaway and the explanation of the discrepancy are not provided,
657,859,4,Caption does not elaborate on abberviations used in the chart,,Caption does not elaborate on abberviations used in the chart,
658,869,2,"Too large caption, and the charts can be improved, proper axis labels seems missing which make it confused to interpret",axes labels are not included in the chart,long caption,
659,882,2,"The caption does not explain the visualization, nor it mention the main takeaway.",,"The caption does not explain the visualization, nor it mention the main takeaway.",
660,898,2,The caption does not talk about the main takeaway. Caption does not explain the trend observed,,"The caption does not talk about the main takeaway
Caption does not explain the trend observed",
661,904,4,Caption can be improved,,Caption can be improved,
662,909,3,The caption is too large,,The caption is too large,
663,920,3,The main takeaway is missing in the caption.,,The main takeaway is missing in the caption,
664,937,2,Caption does not explain the trends observed. Caption does not explain the corelation between two data expressed in the visualization,,"Caption does not explain the trends observed
Caption does not explain the corelation between two data expressed in the",
665,950,2,Seems cluttered to me,Seems cluttered to me,,
666,994,3,Caption is too big,,Caption is too big,
667,998,2,Caption does not explain the corelation between two data expressed in the visualization,,Caption does not explain the corelation between two data expressed in the,
668,999,4,The caption is not helpful to interpret the visualization.,,The caption is not helpful to interpret the visualization.,
669,1006,2,cluttered,cluttered,,
670,1011,1,The caption does not complement the chart and does not help to interpret it.,,The caption does not complement the chart and does not help to interpret it.,
671,1044,2,"The caption provides information regarding the chart, but it should mention explain, and compare the trends",,"The caption provides information regarding the chart, but it should mention explain, and compare the trends",
672,1068,1,very cluttered,very cluttered,,
673,1081,2,"The caption provides background information regarding how they have calculated the x-axis data, but does not mention the main takeaway (the trend). Caption does not not contain context required to grasp the takeaway message",,"The caption does not mention the main takeaway (the trend).
Caption does not not contain context required to grasp the takeaway message. Caption explain methodology used to process the data",
674,1087,4,The main takeaway is missing,The main takeaway is missing,,
675,1100,3,Caption is too big,,Caption is too big,
676,1112,1,Cluttered without propoer legend,Cluttered without proper legend,,
677,1143,5,easily interpretable,,,easily interpretable
678,1146,3,takes time but interpretable,,,
679,1153,2,The caption does not mention the main takeaway.,,The caption does not mention the main takeaway,
680,1177,4,A common trend is observed in the chart. The caption does not expand on observed trend. Caption does not mention the causal effect.,A common trend is observed in the chart,"The caption does not expand on observed trend
Caption does not mention the causal effect",
681,1178,4,Understandable,,,Understandable
682,1192,2,The main takeaway and an explanation is missing,,The main takeaway and an explanation is missing,
683,1205,3,A bit cluttered,A bit cluttered,,
684,1206,3,takes time but understandable,,,
685,1214,3,"it also takes time, but interpretable",,,
686,1215,2,seems a bit cluttered to me,cluttered visualization,,
687,1225,4,The caption mentions the main takeaway,,The caption mentions the main takeaway,
688,1232,2,"The visualization is a bit cluttered, and the caption does not talk about the downward trends and does not explain it.","The visualization is a bit cluttered, ",caption does not explain the trend observed,
689,1246,4,interpretable,,,interpretable
690,1251,3,The caption does not augment the visualization that much. The main takeaway is missing in the caption. Also an explanation would be helpful.,,The caption does not augment the visualization that much. The main takeaway is missing in the caption. Also an explanation would be helpful.,
691,1277,4,interpretable,,,interpretable
692,1285,4,An explanation of the trend would be helpful.,,An explanation of the trend would be helpful,
693,1294,2,CLuttered and large caption,,CLuttered and large caption,
694,1295,4,"The caption is quite informative and augment the visualization, but including the overall takeaway would be helpful",,"The caption is quite informative and augment the visualization, but including the overall takeaway would be helpful",
695,1301,3,Too many information make the charts cluttered,Too many information make the charts cluttered,,
696,1303,4,"The main takeaway is missing in the caption, so it does not help in the interpretation of the visualization that much.",,"The main takeaway is missing in the caption, so it does not help in the interpretation of the that much",
697,1326,1,The visualization seems hard to interpret,The visualization seems hard to interpret,,
698,1388,4,Interpretable,,,Interpretable
699,2364,4,Interpretable,,,Interpretable
700,1400,3,"Bit cluttered,",,,"Bit cluttered,"
701,1428,2,Caption complements the visualization. Caption does not state the main takeaway. caption does not explain the relation between data categories,,"Caption complements the
Caption does not state the main takeaway
caption does not explain the relation between data categories",
702,1439,2,"The caption does not include the gist of the visualization, also does not explain correlation between data attributes",,"The caption does not include the gist of the , also does not explain correlation between data attributes",
703,1453,2,caption does not explain the observed trend,,caption does not explain the observed trend,
704,1465,2,The caption should contain more information,,The caption should contain more information,
705,1499,3,For some bars the corresponding gas name are missing I guess,marks are not labeled,,
706,1503,2,Caption complements the chart by providing context. Caption does not mention the main takeaway,,"Caption complements the by providing context
Caption does not mention the main takeaway",
707,1510,3,Caption does not augment the chart. Caption does not explain the trend observed in the chart. Caption does not explain the correlation between data attributes,,"Caption does not augment the
Caption does not explain the trend observed in the
Caption does not explain the correlation between data attributes",
708,1519,2,A bit confusing,,,A bit confusing
709,1576,2,The charts seem a bit cluttered with large captions,The charts seem a bit cluttered ,long caption,
710,1581,2,"The chart augments the visualization, as it provides information for white space or about the right and left panel, but it does not talk about the overall trend.","The chart augments the visualization, as it provides information for white space or about the right and left panel, but it does not talk about the overall trend",,
711,1601,5,Easy,,,Easy
712,1615,3,"The caption surely augments the visualization, but the problem is it does not describe the trend or provide an explanation for that. But it describe different factors/terms for different figures well.",,"The caption surely augments the , but the problem is it does not describe the trend or provide an explanation for that",
713,1626,3,"Overall takeaway and explanation of the trend is missing in the caption, but it provides context for the visialization",,"Overall takeaway and explanation of the trend is missing in the caption, but it provides context for the visialization",
714,1633,4,Caption can be bit smaller,,lengthy caption,
715,1659,3,"The caption provides the full form of the models and provides the overall description regarding the placement of the figures, but the overall takeaway is missing.",,The caption explains abberviations used. caption does not include the overall takeaway,
716,1697,3,"The caption describe the background information for the chart, but in does not talk about the main takeaway.",,The caption describe the background information for the chart. Caption does not talk about the main takeaway.,
717,1711,3,The caption does not talk about the overall trend and also does not explain it.,,The caption does not talk about the overall trend and also does not explain it,
718,1712,3,The caption does not say that there is an increasing trend and also does not provide the reasons behind it,,The caption does not contain context necessary to understand the trend observed. Caption does not describe the trend,
719,1715,2,"The caption does not provide information regarding the color encoding of the median, 25th to 75th percentile range, and full range of scenario results. It also does not describe the upward trend and increasingg range.",,The caption does not explain the color encoding used in the charts. It also does not describe trend observed,
720,1718,2,The caption does not describe the takeaway.,,The caption does not describe the takeaway,
721,1726,2,Do not provide information regarding the main takeaway.,,Do not provide information regarding the main takeaway,
722,1748,3,The caption does not provide information regarding the correlation of the trends visualized in the figures. It also does not describe the trends.,,caption does not describe the trend,
723,1750,1,"(a), (b) indication is absent in the figure, which makes it very confusing to understand",marks used in the chart are not labeled,,
724,1751,2,"The visualization is cluttered. Also, the caption does not describe small upward trend and does not compare the two figures.",The visualization is cluttered,the caption does not describe small upward trend and does not compare the two,
725,1755,3,"The caption does not describe the trend, also it should describe the correlations among the figures.",,"The caption does not describe the trend, also it should elaborate on how the multiple charts are related",
726,1757,3,The caption does not describe the overall takeaway and it does not describe the trend.,,The caption does not describe the overall takeaway and it does not describe the trend,
727,1761,2,The caption should describe the correlation between central tendecy and total uncertainty range.,,The caption does not include statistical description of the data,
728,1777,3,"(a), (b) indications in the charts are missing",marks used in the chart are not labeled,,
729,1779,5,The caption is too big. It could be improved,,The caption is too big,
730,1790,2,Could not find: green; 16 CMIP5 models and blue; 14 CMIP5 models,,,
731,1802,2,"A description of the main takeaway, when those two lines interact, and what it means were required.",,caption does not state the main takeaway message. Caption does not describe the pattern observed,
732,1803,5,Easy,,,Easy
733,1818,5,"The caption does provide information regarding the major takeaway (the trend), also does not provide explanation.",,"The caption does provide information regarding the major takeaway (the trend), also does not provide explanation",
734,1821,4,Interpretable,,,Interpretable
735,1838,2,"The visualization seems a bit cluttered, also the caption does not describe the trends or compare the three models.",The visualization seems a bit cluttered,the caption does not describe the trends or compare the three models,
736,1839,5,Easy,,,Easy
737,1861,2,"The caption does not talk about the main takeaway, also it does not compare the regions (data from the three regions)",,"The caption does not talk about the main takeaway, also it does not compare different categories of the data",
738,1874,4,The caption is too big,,The caption is too big,
739,1894,2,"The caption does not compare bacteria, nanobenthos and meiobenthos and also the relation between the the result and the error range.",,caption does not summarize the visualization,
740,1911,3,"The caption describes the figure well, but including the main takeaway would be more helpful.",,"The caption describes the well, but including the main takeaway would be more helpful",
741,1915,5,Easily interpretable,,,Easily interpretable
742,1917,2,The caption should describe the main takeaway (the trends in each plot) and also the relationship among the trends.,,The caption should describe the main takeaway (the trends in each ) and also the relationship among the trends,
743,1925,5,Easily interpretable,,,Easily interpretable
744,1945,2,The caption should include the overall downward trends and should compare and explain the reason behind the trends.,,The caption should include the overall downward trends and should compare and explain the reason behind the trends,
745,1946,2,"The overall trend is easily noticeable, but the caption is unnecessarily large",,"The overall trend is easily noticeable, but the caption is unnecessarily large",
746,1947,3,The caption is too large,,The caption is too large,
747,1953,5,Easily interpretable,,,Easily interpretable
748,1963,2,The caption does not include the main takeaway and the comparison between the data of different plots (how the trends from different plot correlate),,The caption does not include the main takeaway and the comparison between the data of different plots (how the trends from different plot correlate),
749,1979,2,the captions does not include the main takeaway,,the captions does not include the main takeaway,
750,2007,2,"Seems cluttered, and large caption",cluttered visualization,lengthy caption,
751,2008,4,Interpretable,,,Interpretable
752,2016,2,"The caption does not augment the figures that much, it does not describe the trend or the major takeaway.",,"The caption does not augment the figures that much, it does not describe the trend or the major takeaway.",
753,2018,3,The caption describe the trends for the plots individually but does not compare the plots or explain the reason behind the trends.,,The caption describe the trends for the plots individually but does not compare the plots or explain the reason behind the trends,
754,2025,2,"The caption should talk about the discrepency in the correlation of interquirtile range and max-min range, also the overall trend and the comparison between the trends.",,"The caption should talk about the discrepency in the correlation of interquirtile range and max-min range, also the overall trend and the comparison between the trends",
755,2049,2,Have not talked about different shapes for the mark and the caption do not talk about thew major takeaway.,marks used in the chart are not labeled,the caption do not talk about thew major takeaway,
756,2050,5,easy,,,easy
757,2052,3,The caption should be more informative.,,The caption should be more informative,
758,2054,2,The caption should mention the upward trends and explain the reason behind that.,,The caption should mention the upward trends and explain the reason behind that,
759,2060,1,"The caption does not explain the table, which make it tough to interpret",,"The caption does not explain the table, which make it tough to interpret",
760,2061,1,"The caption does not talk about the major takeaway, also the marks overlapped.",marks in the visualization overlap,"The caption does not talk about the major takeaway, ",
761,2062,2,The caption does not talk about the major takeaway.,,The caption does not talk about the major takeaway,
762,2064,1,Cluttered and hard to interpret,Cluttered and hard to interpret,,
763,2065,5,"The caption does not compare the scenario of 2030 and 2100, nor it talks about the trend or any takeaways.",,"The caption does not summarize the scenarios shown in the chart, nor it talks about the trend or any takeaways",
764,2071,2,"The caption should talk about the trends, and also the relationship between the mixing ratio and global estimations.",,"The caption should talk about the trends, and also the relationship between variables shown in the chart",
765,2074,2,New color is added without any indication of what it presents,New color is added without any indication of what it presents,,
766,2103,2,"The caption should talk about the trends, compare them and explain the reason behind the trends.",,"The caption should talk about the trends, compare them and explain the reason behind the trends",
767,2105,2,It does not talk about the main gist. It also does not compare between the time range.,,It does not talk about the main gist. ,
768,2117,3,axis indices of the 3D visualization is a bit confused,axis indices of the 3D visualization is confusing,,
