semantic_level,sentence
2,Actavis Pharma INC. has the third lowest sales point of the 5 distributors.
3,"Par Pharmaceutical has rising sales from 2006 to 2012, a drop from 2012 to 2013 and rising sales again from 2013 to 2014."
2,Par Pharmaceutical has the second highest sales point of the 5 distributors.
2,Par Pharmaceutical has the fourth lowest sales point of the 5 distributors.
2,"Amneal Pharmaceuticals LLC has rising sales from 2006 to 2010, dropping sales from 2010 to 2012 and rising sales from 2012 to 2014."
2,Amneal Pharmaceuticals LLC has the fourth highest sales point of the 5 distributors.
2,Amneal Pharmaceuticals LLC has the fourth lowest sales point of the 5 distributors.
2,Purdue Pharma LP has rising sales from 2006 to 2008 and dropping sales from 2008 to 2014.
2,Purdue Pharma LP has the fifth highest sales point of the 5 distributors.
2,Purdue Pharma LP has the second lowest sales point of the 5 distributors.
2,"SpecGx LLC has rising sales from 2006 to 2009, dropping sales from 2009 to 2010, rising sales from 2010 to 2011 and dropping sales from 2011 to 2014."
2,SpecGx LLC has the first highest sales point of the 5 distributors.
2,SpecGx LLC has the fifth lowest sales point of the 5 distributors.
2,SpecGx LLC sold the most opioid pills over time.
2,Purdue Pharma LP sold the least opioid pills over time.
2,SpecGx LLC is the major distributor of Opioid Pills in West Virginia.
2,SpecGX LLC sold the most opioid pills over time.
2,Purdue Pharma sold the least amount of opioid pills over eight year period shown.
3,"With the exception of Amneal and Par Pharmaceuticals, the amount of pills sold over time is decreasing with the sharpest decreases in 2013 and 2009."
3,You could draw the conclusion that in general opioid distribution is going down or remaining steady.
3,You could also conclude that until 2009 the distribution of opioid drugs remained relatively even with the exception of SpecGx.
2,The distributor that sold the most opioid pills over time SpecGx LLC as the line was above all the other distributors.
3,The distributor that sold the least opioid pills over time is Purdue Pharma LP as while it was above Amneal Pharmaceuticals for a little while it maintained the least opioid sold for the majority of the graph from 2009-2014.
3,"From 2006-2008 the four distributors under SpecGx LLC maintain a steady distribution of opioids, but at 2009 only Purdue Pharma LP seem to maintain that steady distribution afterwards."
3,The highest distributor SpecGx LLC has a huge increase in 2008 before plateauing and steadily decreasing after 2019.
2,"Par Pharmaceutical and Actavis Pharma cross around 2010-2011, 2012-2013, and 2013-2014."
2,Amneal Pharmaceuticals and Purdue Pharma cross only once at 2019 before Amneal increases over Purdue.
3,SpecGx LLC distributes the most by a length before declining to the other four distributors in recent years.
3,The other four distributors are broken into two groups: Par Pharmaceutical and Actavis Pharma with Amneal Pharmaceuticals and Purdue Pharma (though Amneal crosses over with Actavis at just before 2014).
3,"Par and Amneal at 2013 onwards are increasing while Actavis decreases much and Purdue stagnates, SpecGx LLC is also decreasing 2013 onwards."
4,This could suggest that market for distribution of opioids is becoming more competitive as the distributors start to head towards the same point.
2,SpecGx LLC sold the most opioids over time and Purdue Pharma LP sold the least.
2,Amneal Pharmaceuticals and Par Pharmaceutical increased their sales over time.
3,Actavis Pharma had a sharp downturn in sales from 2013 onwards.
2,SpecGx LLC sold the most opioid pills over time.
2,Purdue Pharma LP sold the least opioid pills over time.
3,"The number of Opioid Pills Sold by SpecGx LLC for each Year at first was rising, from 2006 to 2009, but from 2009 to 2014 number of Opioid Pills Sold by SpecGx LLC for each Year was decreasing."
3,"The number of Opioid Pills Sold by Actavis Pharma, INC for each Year at first was rising, from 2006 to 2013, but from 2013 to 2014 number of Opioid Pills Sold by Actavis Pharma, INC for each Year was decreasing."
3,The number of Opioid Pills Sold by Par Pharmaceutical and Amneal Pharmaceuticals for each Year is almost constantly rising.
3,The number of Opioid Pills Sold by Purdue Pharma LP for each Year is almost constant.
3,The decreasing Number of Opioid Pills Sold by SpecGx LLC for each Year correlates with increase in sales by the other distributors.
2,"SpecGx LLC sold the highest amount of opioid pills, and Purdue Pharma LP sold the least amount overall."
3,"SpecGx LLC seems to occupy most of the opioid drug market, since the gap between all the others is quite large."
3,"The amount of opioid pills sold by SpecGx LLC has been decreasing since around 2009, but it still sold the most amount in all years."
3,"Par Pharmaceutical seems to be steadily increasing its sales, though it briefly dropped below Actavis Pharma Inc. between year 2012 and 2013."
3,"Actavis Pharma Inc. may catch up to SpecGx LLC in a few years, if the most recent trend continues."
3,Actavis Pharma has a steep drop from year 2013 to 2014.
4,"They may be having problems in management, production, or marketing."
3,"SpecGx LLC is still at the top, but its sales have been decreasing steadily since around year 2009."
3,"If the current trend continues, Par Pharmaceutical may become the top distributor in a few years."
1,A scatter plot entitled “Old Faithful Eruptions” that plots Waiting Time Between Eruptions (Min) by Eruption Duration (Min).
1,The Waiting Time Between Eruptions is plotted on the vertical y-axis from 50 to 90 with an increment of 10 minutes.
1,The Eruption Duration is plotted on the horizontal x-axis from 1.5 to 5.0 with an increment of 0.5 minutes.
3,There are almost no eruptions that last between 2.5 and 4 minutes.
2,Mostly eruptions last from 4.0 to 5.0 minutes and the waiting time between them is 70 to 90 minutes.
2,Also a lot of eruptions last from 1.0 to 2.5 minutes and the waiting time between them is 50 to 60 minutes.
3,There are very few eruptions that happen with a 60 to 70 minute intervals.
2,"Generally, as waiting time increases the duration of the eruption increases as well."
3,"When the waiting time is small, the duration of the eruption is also smaller."
2,The longer the waiting time between eruptions the longer that eruption lasted.
3,"There are very few eruptions in the middle (i.e., eruptions lasting around 3 minutes, with a waiting time of 70 minutes)."
3,Most eruptions either have a waiting time of 50 minutes or 80 minutes
4,"When eruptions are short, it tends to be because the waiting time between them was short."
2,"So, we can see a trend where the more time waited between eruptions, the longer the eruption duration."
2,Shorter eruptions have the shortest waiting time.
2,Longer eruptions have the longest waiting time.
3,There are many very short eruptions with very short waiting time.
3,There are many very long eruptions with very long waiting time.
3,There are not many eruptions in-between.
3,"If the time between eruptions is longer than 70 minutes, then the second eruption is more likely to be between 4-5 minutes long."
2,There is a positive correlation between waiting time and eruption duration.
2,"The general trend is that the higher the waiting time between eruptions, the higher the eruption duration is."
3,This effect seems to be less prominent when waiting time between eruptions is higher than 75 minutes.
2,"The variance of the observed eruptions is high, however."
3,Old faithful eruptions exhibit a scattered increase and decrease in the pattern of waiting time eruptions with the eruption durations.
3,Eruptions tend to have a waiting time of either 50-60 minutes or 80-90 minutes.
3,Eruptions tend to have a duration of 1.5-2.5 minutes or 4.0-5.0 minutes.
2,"The longer waiting time between eruptions, the longer the eruption duration."
3,There is almost no in-between when it comes to eruption duration.
2,"The longer the waiting time between eruptions, the longer the eruption duration is."
3,To see a 5 minute eruption you have to wait at least 75 minutes.
3,Most eruptions last for 1.5-2.5 and 3.5-5 minutes.
3,The rarest eruptions last for 3 minutes.
2,The general trend shows that as the eruption time increases the waiting time between eruptions increases.
3,"The most common combinations are either very small values for both variables, or very high values for both variables."
3,There were many more eruptions that lasted longer and had a higher waiting time.
2,This is a strong positive correlation.
1,"A scatter plot entitled “Revenue, by Product Family” that plots Revenue in Millions by Units Sold."
1,The Revenue in Millions is plotted on the vertical y-axis from 0 to 16m.
1,The Units Sold is plotted on the horizontal x-axis from 0 to 70.
1,"There are four family types: Family 1 (gray), Family 2 (light orange), Family 3 (medium orange), and Family 4 (dark orange)."
2,I observe that Family 1 sells the fewest units and therefore has the lowest in revenue.
2,"The trend is that revenue increases with units sold, and this increases with family number."
2,Family 4 is the highest earner with over 60 units sold.
2,The number of units sold and revenue increases with Family number.
2,Family 1 sold the fewest units and has the lowest revenue at around 4 million dollars.
2,Family 4 sold the most units and has the highest revenue at around 12 million dollars.
2,Revenues are positively correlated to the Units Sold.
2,Family 1 sold the fewest Units among the four Families.
2,Family 4 sold the most Units among the four Families.
2,Family 1 has the lowest Revenue.
2,Family 4 has the highest Revenue.
2,Family 2 and 3 are in the middle for both Revenue and Unit Sold.
2,"Family 1 (gray) has the lowest revenue, followed by Family 2 (light orange), followed by Family 3 (medium orange), followed by Family 4 (dark orange)."
2,The number of units sold also increases with the Family number.
2,Product Family 4 generates more revenue than all the other product families.
2,Revenue and units sold are directly proportional.
3,Family types seem to be sorted by units sold.
3,Family 1 and 2 products seem to yield more revenue per unit sold despite the low value of total revenue.
3,Revenue slightly stagnates over 50 units sold.
2,"The more units sold, the higher the revenue."
2,Product Family 4 generates the highest revenue and ranks first in terms of number of units sold.
2,Product Family 3 generates the second-highest revenue and ranks second in terms of units sold.
2,Product Family 2 generates the third-highest revenue and ranks third in terms of units sold.
2,Product Family 1 generates the lowest revenue and ranks last in terms of units sold.
2,Product Family 4 is the one that sells the most and profits the most.
2,Products in Family 1 appear to be the least sold overall.
2,The product with the least units sold is from product Family 1.
2,The product with the most units sold is from product Family 4.
3,"There appears to be a clear positive correlation between units sold and revenue in millions, therefore suggesting that all products have similar prices."
3,We can see a gradual increase with the units sold corresponding with the revenue on the left.
3,Each family has a steady growth although it begins to gradually increase at the end with Family 3 and 4.
3,Each family has it's own ups and downs but generally they all are on the same pattern with a slight increase with the units sold.
3,"At first, Family 1 is the starting product family and the rest appear later on."
3,We can might conclude that after the business grew the number of families increased.
1,A scatter plot entitled “Gun ownership vs.
1,"gun deaths, by state” that plots Gun Deaths Per 100,000 by Gun Ownership (% of Households)."
1,"The Gun Deaths Per 100,000 is plotted on the vertical y-axis from 0 to 20."
1,The Gun Ownership (% of Households) is plotted on the horizontal x-axis from 0 to 70.
1,Each data point represents a US state and is labeled with the name of the state.
2,There is a positive correlation between the percent of households have have guns and gun related deaths.
2,Wyoming is the state with the highest gun ownership and gun death rate.
2,Hawaii is the state with the lowest gun ownership and gun death rate.
2,"On average, more gun ownership correlates to more gun deaths per state."
2,The state with the highest gun ownership and corresponding gun deaths is Wyoming.
2,The state with the lowest gun ownership and gun deaths is Hawaii.
4,"The states with the lowest gun ownership and deaths are geographically on the east coast, apart from Hawaii."
4,The states with the highest gun ownership and deaths are geographically in the centre of the country.
2,"As the percentage of homes with gun ownership increases, the percentage of gun killings increases."
2,Wyoming has the highest percentage of gun killings and has the highest percentage of homes with gun ownership.
2,Massachusetts has the fewest gun deaths of all the states.
2,"In Hawaii, there are very few homes with gun ownership, and therefore very few gun deaths."
2,Louisiana has the highest gun death rate per percent of households.
2,Minnesota has the lowest gun death rate per percent of households.
2,"The higher the rate of the gun ownership by household, the higher the number of deaths by gun violence."
3,"Most states are clustered at in the center of the x-axis (gun ownership as percent of households), with an estimated 40% of gun ownership."
2,"When there are higher rates of gun ownership, there is a higher tendency for gun deaths to occur."
4,"Geographically, the states in the center of the country have the most gun ownership and gun deaths."
2,"Wyoming and Louisiana both have roughly 18 gun deaths per 100,000 people, the most out of all the states."
2,"Massachusetts has the least number of gun deaths per 100,000 people."
2,Hawaii has the fewest households with guns percentage-wise.
2,"There is a positive correlation between the percentage of gun ownership by household and the number of gun deaths per 100,000 people."
2,"The most gun deaths per 100,000 occurred in Louisiana and Wyoming, but Louisiana had 50% household gun ownership and Wyoming 70% household gun ownership."
2,"The trend is that when there are higher rates of gun ownership by household, there are more gun deaths."
3,"But there are some exceptions, such as South Dakota, which where 60% of households own guns, but there are only around 9 deaths per 100,000 people."
2,"The more households that own guns, the the more gun deaths."
3,There is a big cluster of states that have around 40% gun ownership.
1,A scatter plot entitled “Applicants to Columbia University Medical School” that plots applicant MCAT by GPA scores.
1,MCAT is plotted on the vertical y-axis from 500 to 520.
1,GPA is plotted on the horizontal x-axis from 3.2 to 4.0.
1,Accepted applicants are plotted in blue.
1,Rejected applicants are plotted in red.
2,"The higher your MCAT and GPA are, the more likely you are to be accepted to Columbia University Medical School."
3,The applicants most likely to be accepted to Columbia University Medical School have a 3.6-4.0 GPA and 510-520 MCAT score.
3,"However, there are many applicants who fall into these ranges that are not accepted, so there must be other factors that determine whether an applicant is accepted or not."
3,Applicants who have a very high MCAT score (over 520) are the most likely to get accepted.
3,"By contrast, applicants who have a middling MCAT score (510-520) have a roughly 50/50 chance of being accepted, while applicants with a score under 510 are very likely to be rejected."
3,"The higher an applicant's GPA and MCAT score, the greater the chance they have of being accepted, but it is not guaranteed."
2,Applicants who have a lower GPA have a smaller chance of be accepted to the Columbia University Medical School.
3,"The applicants with the highest GPA (4.0) have the greatest chance of being accepted, but it also helps if they also have a high MCAT score."
3,Applicants with a high GPA and MCAT score are most likely to be accepted to the medical school.
3,It looks like having a very high MCAT score is more important medical school admissions than having a high GPA.
3,Applicants to Columbia University Medical School with a MCAT of more than 520 and a 4.0 GPA were mostly accepted.
2,Applicants with less than a 3.2 GPA were all rejected and applicants with a less than a 505 MCAT were all rejected as well.
3,Applicants who showed both a high GPA and MCAT shows a greater likelihood of being accepted into Colombia University Medical School.
3,Applicants with a very low score on either test-score tend to be rejected.
3,"Applicants who scored very high on either test but not the other one, tend to be accepted, however, there are exceptions."
3,Applicants with a high score of both tests tend to have the best chance of being accepted.
3,A great proportion of the applicants had an MCAT over 515 and GPA over 3.6.
2,There is a positive correlation between MCAT score and GPA score.
3,Applicants with a low or medium score on the tests have a higher likelihood of being rejected.
4,The data also suggests that there are considerations other than the scores that determines whether an applicant is rejected or not.
2,The lowest GPA score accepted is slightly above 3.2.
2,The lowest MCAT accepted is slightly above 505.
3,Anyone with a score below those mentioned has been rejected.
3,"Surprisingly, there are applicants with high GPA and MCAT scores who have been rejected, and others with lower ones that have been accepted."
4,"The reason for this is not specified, but it suggests that there are other reasons why an applicant might be accepted or rejected."
2,Every applicant that has an MCAT score less than 505 is rejected.
3,Applicants who have an MCAT score of 510 points or less are usually rejected.
3,Applicants who have an MCAT score of 520 points or more are usually accepted.
3,Applicants who have have a GPA of 3.4 or less have a high chance of being rejected.
3,Applicants who have a GPA of 3.4 or higher seem to have an equal chance of being accepted or rejected.
3,The MCAT seems like a important factor for admission than the GPA.
3,The majority of applicants have an MCAT score of 510 to 520 and a GPA of 3.6 to 4.0.
3,Overall there seems to be a roughly equal number of applicants who are accepted or rejected.
3,Applicants who have an MCAT score of 520 or higher are much more likely to be accepted to Columbia University Medical School.
3,There are very few people accepted who have an MCAT score below 510.
3,Applicants who have a GPA close to 4.0 are more likely to be accepted than rejected.
2,Any applicant who has a GPA below 3.2 always gets rejected.
2,Any applicant who has an MCAT score of 505 or below always gets rejected.
3,"Usually the higher the applicant's GPA and MCAT scores, the higher the odds of them getting accepted into Columbia University Medical School."
3,There are many fewer rejections for applicants who have a GPA between 3.6-4.0 and who also have an MCAT score 520 or more.
1,A scatter plot entitled “Relation between proportion of country’s population living in poverty and malaria mortality rates”.
1,"Malaria death per billion at risk (2010) is plotted on the vertical y-axis from 1 to 1,000,000 on a logarithmic scale."
1,Proportion of population living on <US$1.25 per day is plotted on the horizontal x-axis from 0% to 100%.
1,"Region is encoded by color: African Region (dark brown), Other Regions (light brown)."
3,"In African regions (except for a few anomalies at just under 1000 malaria deaths per billion), a huge proportion of countries have 10-100% of their population living under 1.25 USD per day."
3,This has a significant impact on how many Malaria deaths per billion there are in these countries.
3,It suggests that people are at a much higher risk of dying from Malaria when they have less money to live on.
3,"Other Regions are more scattered in terms of the proportion of their populations living on less than 1.25 USD per day, but the trend is that the poorer the population, the greater their risk of dying from Malaria."
2,Malaria deaths appear to be higher in countries with a high percentage of population living in poverty.
3,"African regions are much more likely to be impoverished, and therefore much more likely to have many deaths due to Malaria."
3,There are few instances of high Malaria deaths in African countries where the percentage of poor population is lower.
3,"There is more concentration of data in the upper right part of the chart (where a country's population is more impoverished, and has a high rate of malaria deaths per billion)."
3,The African Region have a much higher count of Malaria deaths in proportion to the other countries.
2,"There is a positive correlation between a country's level of poverty, and the number of malaria deaths within that country."
3,"People in African regions mostly live off less than 1.25 USD, and are more likely to have more malaria deaths per billion."
3,"When 90% or more of the population lives under 1.25 USD, malaria deaths per billion is much greater in African regions compared to Other Regions."
4,This could be due to poor healthcare.
2,There is a strong positive correlation between the proportion of the population living on under 1.25 USD and malaria deaths per billion at risk.
3,African regions have a higher percentage of the population living in poverty.
2,People living in poverty are more likely to die from Malaria.
3,African regions are more prone to poverty.
3,Countries in the African Region has both higher mortality rates from malaria and a higher proportion of the population living on <1.25 USD per day.
2,The relationship between malaria deaths and proportion of the population living below 1.25 USD per day is positive and linear.
3,"We notice the density of the plot is mostly situated on the top right of the plot, where poverty rates and maralia deaths are highest."
3,The positive linear regression isn't entirely representative.
3,We notice that the African Regions are a majority in the upper right corner of the plot.
3,There aren't many other African Regions on the three other quarters of the plot.
2,"We see that the poorer population, the more likely they are to be victims of Malaria."
3,"Since most countries in the African Region are on the upper right, these countries have populations that are very poor, and also the most likely victims of Malaria."
2,We can conclude there is a positive relation between poor population and malaria death.
2,Malaria deaths increase as the proportion of population living in <US$1.25 per day increases.
2,"The average is an increasing linear trend: as poverty increases, malaria deaths also increse."
3,There are far fewer countries in the African Region that have a 10% or less proportion of their population living on <US$1.25 per day.
3,"The majority of countries clustered around 100,000 malaria deaths per billion are from the African Region."
3,The majority of countries in the African Region have around 70% of their population living on less than 1.25 USD.
3,"This corresponds to high rates of death from malaria (around 100,000 deaths per billion)."
3,"On the other hand, the majority of countries in Other Regions have less than 70% of their population living on less than 1.25 USD."
3,"This corresponds to lower rates of death from malaria (around 10,000 or less per billion)."
3,"This suggests that when a country's population lives on less money, they have a higher risk of dying from malaria."
2,The plot suggests that people living in poverty have a much higher risk of dying from malaria.
2,"According to the scatter plot, we can see that in regions in which poverty is higher, so is the risk of dying from malaria."
3,"This is especially true in the Africa Region, where the mortality rate surpasses even the expected proportional rate, meaning that it could very well be an exponential growth in the death rate, relating to poverty and other conditions in those countries."
1,"A scatter plot entitled “Proportion of the population sleeping under an ITN, by urban and rural areas and by older and more recent surveys”."
1,Proportion of the urban population sleeping under an ITN is plotted on the vertical y-axis from 0% to 100%.
1,Proportion of rural population sleeping under an ITN is plotted on the horizontal x-axis from 0% to 100%.
1,"Survey data is encoded by color: Surveys 2003-2008 (light brown), Surveys 2009-2011 (dark brown)."
3,A higher proportion of both rural and urban populations were sleeping under ITN in 2009-2011 than in 2003-2008.
2,There is a positive correlation between the percentage of people sleeping ITN in rural and urban settings.
3,"The average proportion of population sleeping under ITN, since 2003, has grown linearly."
2,"In earlier surveys (2003-2008), the average proportion of population sleeping under ITN has been mostly under 40 percent, while in newer surveys (2009-2011) the proportion has peaked at 80 percent."
2,"In earlier surveys, urban and rural populations sleeping under ITN has been mostly around 0 percent, while in later studies it has risen to an average 20-50 percent."
2,"During 2003-2008, the proportion of the urban population sleeping under an ITN is quite similar to the proportion of the rural population sleeping under an ITN."
2,"During 2009-2011, the proportion of the urban population sleeping under an ITN is higher than the population of the rural population, but the proportion has increased for both rural and urban populations."
2,"In earlier surveys (2003-2008) the proportion of rural and urban populations sleeping under an ITN was close to 0%, with some outliers of 10% for urban populations."
2,"In later surveys (2009-2011), the proportion of people in both rural and urban areas has mostly increased to 20-60% with some outliers between 60-80%."
3,In surveys from 2003-2008 neither rural nor urban populations were sleeping under ITN.
2,In these surveys (2003-2008) more of the urban populations were sleeping under ITN than the rural populations.
3,In surveys 2009-2011 a much bigger proportion of both populations were sleeping under ITN.
2,The proportion of the population sleeping under an ITN increased for both rural and urban populations.
3,The trend suggests that proportion of these populations sleeping under an ITN may still grow.
2,"As of 2009-2011, there is no survey that suggests 0% of either rural or urban populations are sleeping under an ITN."
3,"In most surveys from 2003 to 2004, around 4 percent of rural and urban populations were sleeping under an ITN."
3,"Then in later surveys from 2009 to 2011, they dispersed, with 20-40% of rural and urban populations sleeping under an ITN."
3,"The later surveys show more variance variance, but the proportion of the population sleeping under an ITN is largely increasing for both rural and urban areas."
2,"In comparison with surveys from 2003-2008, the surveys from 2009-2011 show more people sleeping under an ITN in rural and urban areas."
3,"In general, more people seem to be sleeping under an ITN since 2009."
3,Most surveys indicate people living in urban areas are more likely to be sleeping under an ITN across the entire survey period.
2,"The two biggest survey outliers were both taken earlier surveys, and suggest that people in urban populations are up to FOUR times as likely to be sleeping under an ITN, as compared with rural populations."
4,"According to the Center for Disease Control, funding for ITN distribution increased greatly from 2004 to 2010, which explains why the proportions are higher in later surveys."
2,The proportions of rural and urban populations sleeping under the ITN are similar during both time intervals.
3,"However, from 2009-2011 there is a large increase in the proportions, compared to the proportions from the 2003-2008 surveys."
1,A scatterplot entitled “Cars by Country Origin” that plots cars’ Horsepower versus Miles_per_Gallon by Origin.
1,"Car Origin includes Europe, Japan, and USA, encoded by Color and Shape: Europe (blue, circle), Japan (orange, square), and USA (red, triangle)."
1,Horsepower is plotted on the horizontal x-axis from 0 to 250 with an increment of 50.
1,Miles_per_Gallon is plotted on the vertical y-axis from 0 to 50 with an increment of 10.
4,"Europe specializes in manufacturing cars most suited for urban environments, low horsepower and greater mileage."
4,Japan has the most economical car at roughly 60 horsepower with a mileage of over 45 miles per gallon.
2,The majority of cars manufactured in Japan deliver a mileage of 30-35 miles per gallon.
3,"Cars manufactured in the USA usually have lower mileage but greater horsepower, with most of them delivering 80-120 horsepower but barely 30 miles per gallon of mileage."
4,"The USA leads in manufacturing cars with high horsepower (sports cars), with the fastest one reaching almost 240 horsepower."
2,"Overall, the USA manufactures more cars than Europe or Japan."
3,The USA cars consume more fuel than the others.
3,The USA cars tend to have more horsepower.
4,Cars manufactured in Japan and Europe are more efficient than cars manufactured in the USA.
2,"The less Miles_per_Gallon a car has, the higher its Horsepower, and vice-versa."
4,"This makes sense because a more powerful engine consumes a lot more fuel to be able to attain speeds, and therefore has lower miles per gallon."
3,"Cars are also grouped by region of origin, and we can observe that cars from Europe and Japan tend to have less horsepower compared with cars from the USA."
3,"European and Japanese cars consume less fuel, and so they have higher miles per gallon."
3,"Overall, cars manufactured in the USA have the highest horsepower."
3,"European and Japanese cars have more miles per gallon, but they have lower horsepower."
4,"Compared to Europe and Japan, the USA does a poor job of manufacturing environmentally efficient cars."
4,"Japanese cars have the highest miles per gallon, and are therefore most environmentally friendly."
3,"European cars are in-between: they are more fuel efficient USA cars, but have more horsepower than Japanese cars."
3,"Japanese cars tend to have less horsepower, but are less gas expensive."
3,European cars are kind of a middle ground but still trending more toward prioritizing fuel efficiency over horsepower.
3,USA cars have lot more horsepower but use a lot more gas.
2,Japan produces a car that is an outlier in this trend: it has 133 horsepower for 33 miles per gallon.
3,USA cars seem to be more powerful in terms of horsepower.
3,European and Japanese cars seem to be more economical and gas efficient.
3,Japanese cars seem to be the most economical out of all countries of origin.
2,"According to plot, USA cars tend have the highest amount of Horsepower."
2,"For cars with a Horsepower from 140 to 240, all of them are manufactured in the USA."
2,"At the same time, these are also cars with the lowest Miles_per_Gallon."
3,"According to the plot, European cars are the most efficient (most Miles_per_Gallon)."
3,"The amount of Horsepower is also related to efficiency (the greater the Horsepower, the lower the Miles_per_Gallon)."
3,"Japan manufactures the cars with the most miles per gallon, and seems to focus on that aspect of car manufacturing."
3,"The USA manufactures cars with the most Horsepower, and seems to focus on that aspect of car manufacturing."
3,Europe manufactures cars that are in the middle regarding both horsepower and miles per gallon.
2,Japan produces the car with the greatest Miles_per_Gallon.
2,USA produces the car with the fewest Miles_per_Gallon.
2,Most cars have around 40 to 120 Horsepower.
2,Most of the cars can drive around 20 to 40 Miles_per_Gallon.
2,Japan produces the cars with the greatest miles per gallon and the USA produces the cars with the fewest miles per gallon.
2,You can conclude that Japan and Europe produce cars with the least horsepower and the most miles per gallon with the majority falling between 60 and 120 horsepower.
3,Almost all cars produced in Europe and Japan have less horsepower but the most miles per gallon.
2,"Overall, the majority of cars produced originate from the USA."
2,The country of origin that produces the car with the greatest miles per gallon is Japan.
2,The country of origin that produces the car with the fewest miles per gallon is the USA.
3,The trend suggests that Europe and Japan make cars with better Miles per gallon and the USA makes cars with better horsepower.
4,"One reason the USA might focus less on miles per gallon than horsepower is because of the USA's highways and freeways: Americans want to get to their destination quickly, and there are gas stations everywhere so stopping for gas isn't a big problem for these drivers."
4,Europe and Japan focus on miles per gallon because they are focused more on efficiency and also the environment rather than how fast the vehicles can go.
2,Japan produces the car with the greatest miles per gallon and USA the fewest miles per gallon.
2,Japan produces the car with the greatest Miles_per_Gallon.
2,USA produces the car with the fewest Miles_per_Gallon.
3,Japan produces more efficient cars (more Miles_per_Gallon) at the cost of horsepower.
3,USA produces more powerful cars at the cost of efficiency (fewer Miles_per_Gallon).
3,European cars seem to be in balance between power and efficiency.
3,Americans seem to prefer more powerful cars.
3,Japanese seem to prefer more efficient cars.
2,Japan produces the car with the greatest Miles_per_Gallon.
2,The car with the fewest Miles_per_Gallon is produced by USA.
3,It seems Europe and Japan do not produce cars with horsepower more than 140.
3,"USA produces the widest range of cars in both Horsepower and Miles_per_Gallon, including cars with the highest horsepower."
4,"Europe and Japan seems to prefer cars with higher Miles_per_Gallon, which is economically more practical and efficient."
4,"USA produces a wide range of cars, which may appeal to a wider range of customers."
4,"Cars with high Horsepower but low Miles_per_Gallon tend to be luxury cars, so wealthy people who are car enthusiasts may be attracted to the USA car market."
1,A scatter plot entitled “The Three Types of Adam Sandler Movies” subtitled “Box office gross in 2014 dollars vs.
1,Rotten Tomatoes rating”.
1,The Box office gross is plotted on the vertical y-axis from 0 to 550m with an increment of 100m.
1,The Rotten Tomatoes rating is plotted on the horizontal x-axis from 0 to 100% with an increment of 25%.
3,Generally the Adam Sandler movies with the lowest rotten Tomatoes ratings do not gross highly at the box office.
3,A movie with a high rating on Rotten Tomatoes does not necessarily mean it will gross highly at the box office.
3,"Conversely, a high grossing movie may not necessarily mean it will rate highly on Rotten Tomatoes."
3,It appears than the Adam Sandler movies that ranked the highest on Rotten Tomatoes did not have the highest box office gross.
3,"In the Paydays category, most movies got less than 50% in Rotten Tomatoes, but represented the highest box office sales."
3,Receiving a high rating in rotten tomatoes doesn't signify that it sells well in the box office.
2,None of the Adam Sandler movies received more than $400 million in the box office.
2,None of the movies received a rating higher than around 8 on Rotten Tomatoes.
3,Some of the movies that sell well in the box office still have a very low rating on Rotten Tomatoes.
3,The chart shows that good ratings don't necessarily lead good sales.
4,"People tend to move to what is more ""atractive to the eye"" and buy a ticket for that movie, but the movie could be really bad as rated by Rotten Tomatoes (for example, the Paydays category) and but people will still go to see it, so the Box Office Gross for that movie goes up."
3,"In the He's Trying category, the movies seem to be highly rated, but people didn't buy has many tickets, despite the movies receiving a good rating on Rotten Tomatoes."
1,All the movies are grouped in in terms of ratings and tickets sold.
2,"In each category, it appears as though the difference from the lowest to highest grossing movie is around 200 million dollars."
2,"For example, in the Pineapples category, the lowest grossing movie is around 0 million, but the highest grossing movie almost reaches 200 million."
2,"In the He's Trying category, the lowest grossing movie is around 350 million, while the highest is around 200 million, and the same for The Paydays category."
3,There doesn't appear to be a direct correlation between Rotten Tomatoes rating and the box office gross.
3,The groups of movies appear to obtain similar box office earnings and Rotten Tomatoes ratings.
3,There is no crossover between groups.
3,The Paydays received some of the lowest Rotten Tomatoes ratings whilst having the highest box office gross.
3,"In comparison, movies in the Pineapples group received some of the lower Rotten Tomatoes ratings, but also the lower box office gross."
2,"The highest rated type of movies under the ""He's Trying"" category with a rating around 50 and 75%, but it also has one the lowest box office gross reaching just a little over $0M."
2,"The biggest box office gross is observed for the movies ""The Paydays"" category, such as Grown Ups 2."
2,"However, movies in this category have a poor Rotten Tomatoes ratings at less than 50%."
2,"Last but not least, the movies under the type of ""The Pineapples"" category have both the lowest ratings and the lowest box office gross."
3,"Overall, the higher the Rotten Tomatoes rating, the lower the box office gross."
1,"The three types of Adam Sandler's movies are The Paydays, The Pineapples and He's Trying."
1,"All movie type's have examples like Grown Ups 2, That's My Boy and The Wedding Singer."
2,"There are 7 The Pineapples movies, 14 The Paydays movies, and 7 He's Trying movies."
2,"Summing up, there are 28 Adam Sandler movies."
2,The worst Rotten Tomatoes ratings are in The Pineapples type.
2,The best ratings are in the He's Trying type.
2,"The highest Bbx office gross is around 365 million, and the lowest is around 5-10 million."
2,There is no correlation between the Rotten Tomatoes rating and the box office gross.
3,Movies in the Paydays group seem to earn more as suggested by the name.
3,Movies in the The Pineapples group did not do well in either in terms of rating or box office gross.
